"","garantia","edad_carnet","edad_coche","sex","edad","x","y","siniestros_ly","response","Expuesto"
"18327","1",23,26,2,41,0.82370138,41.53449952,4,6,0.235616438356164
"18328","1",26,19,2,45,0.84061557,41.43625684,2,4,0.457534246575342
"18329","2",36,8,2,54,0.84061557,41.43625684,1,1,0.93972602739726
"18330","3",36,17,2,55,0.88227678,41.38131313,2,6,0.33972602739726
"18331","2",29,7,1,55,0.97499342,42.25409453,2,3,0.597260273972603
"18332","2",31,15,1,52,0.97499342,42.25409453,1,2,0.252054794520548
"18333","2",12,16,1,40,0.76160823,42.39070941,4,20,0.832876712328767
"18334","3",51,8,2,77,0.76160823,42.39070941,2,4,0.665753424657534
"18335","2",6,13,2,37,0.76160823,42.39070941,2,9,0.665753424657534
"18336","1",36,12,2,54,0.87965203,42.55391361,3,0,0.747945205479452
"18337","3",54,20,2,72,0.75982568,42.66172479,2,6,0.580821917808219
"18338","2",37,5,2,56,0.75982568,42.66172479,1,0,0.13972602739726
"18339","1",24,9,2,43,0.75982568,42.66172479,5,0,0.00821917808219178
"18340","2",12,15,2,33,0.68927047,42.77823433,0,0,0.271232876712329
"18341","1",38,22,1,59,0.68927047,42.77823433,2,2,0.536986301369863
"18342","2",13,11,2,54,1.14319027,42.41671703,3,4,0.16986301369863
"18343","2",39,7,2,69,1.11865669,42.62226035,1,1,0.331506849315069
"18344","3",34,17,1,54,0.79207028,41.78318267,1,2,0.531506849315069
"18345","1",29,16,2,49,0.79207028,41.78318267,3,2,0.572602739726027
"18346","2",32,6,2,51,0.79207028,41.78318267,3,1,0.402739726027397
"18347","1",21,13,1,53,0.79207028,41.78318267,2,0,0.284931506849315
"18348","1",42,17,2,66,0.79207028,41.78318267,1,0,0.386301369863014
"18349","3",10,14,2,38,0.79207028,41.78318267,2,20,0.747945205479452
"18350","3",15,12,2,35,0.79207028,41.78318267,1,2,0.665753424657534
"18351","1",32,15,2,51,0.79207028,41.78318267,2,1,0.679452054794521
"18352","1",16,10,2,48,0.79207028,41.78318267,2,1,0.849315068493151
"18353","2",12,23,2,36,0.79207028,41.78318267,3,15,0.306849315068493
"18354","2",46,18,2,66,0.79207028,41.78318267,0,0,0.0794520547945206
"18355","2",23,18,2,42,0.79207028,41.78318267,1,3,0.263013698630137
"18356","1",31,1,2,54,0.79207028,41.78318267,1,0,0.865753424657534
"18357","1",19,4,1,39,0.79207028,41.78318267,4,0,0.534246575342466
"18358","2",11,8,2,34,0.79207028,41.78318267,3,8,0.304109589041096
"18359","3",28,16,2,46,0.79207028,41.78318267,0,2,0.358904109589041
"18360","2",42,10,2,60,0.79207028,41.78318267,0,1,0.989041095890411
"18361","2",20,10,1,48,0.79207028,41.78318267,1,0,0.282191780821918
"18362","3",15,14,1,39,0.79207028,41.78318267,1,2,0.227397260273973
"18363","3",11,16,2,55,0.79207028,41.78318267,1,24,0.967123287671233
"18364","1",2,11,2,22,0.79207028,41.78318267,0,2,0.501369863013699
"18365","3",33,13,2,51,0.79207028,41.78318267,0,2,0.805479452054795
"18366","2",47,24,2,72,0.79207028,41.78318267,2,4,0.405479452054795
"18367","1",37,14,2,56,0.79207028,41.78318267,3,0,0.191780821917808
"18368","2",29,14,2,48,0.79207028,41.78318267,1,0,0.0575342465753425
"18369","2",9,17,1,42,0.79207028,41.78318267,2,8,0.515068493150685
"18370","1",26,6,2,44,0.7006722,41.87117347,2,1,0.876712328767123
"18371","2",50,13,2,83,0.89127021,42.16290025,2,0,0.0191780821917808
"18372","1",47,8,2,77,0.89127021,42.16290025,6,1,0.378082191780822
"18373","3",12,8,2,57,0.89127021,42.16290025,2,21,0.747945205479452
"18374","2",35,18,2,54,0.89127021,42.16290025,3,1,0.120547945205479
"18375","2",42,1,2,63,0.89127021,42.16290025,3,0,0.246575342465753
"18376","2",44,18,2,67,0.92407527,42.07263639,1,1,0.405479452054795
"18377","2",31,8,1,52,1.02014236,42.10538214,2,0,0.542465753424658
"18378","1",24,9,1,54,1.11343539,42.17549801,2,1,0.580821917808219
"18379","3",17,14,2,35,1.10151729,42.11645402,0,1,0.23013698630137
"18380","2",29,5,2,47,0.69927488,41.64858241,3,2,0.567123287671233
"18381","3",18,4,1,39,0.69927488,41.64858241,3,3,0.495890410958904
"18382","2",18,12,2,36,0.69927488,41.64858241,3,1,0.115068493150685
"18383","1",37,10,1,55,0.78695977,41.71996859,2,0,0.846575342465753
"18384","1",14,8,2,33,0.78695977,41.71996859,1,0,0.991780821917808
"18385","1",54,8,2,73,0.78695977,41.71996859,6,2,0.767123287671233
"18386","2",26,6,1,62,0.83605467,41.73837716,3,1,0.0219178082191781
"18387","3",7,9,2,25,0.83605467,41.73837716,3,4,0.161643835616438
"18388","2",50,17,2,71,0.83605467,41.73837716,4,1,0.172602739726027
"18389","2",42,15,2,60,0.83605467,41.73837716,1,1,0.36986301369863
"18390","1",25,7,2,44,0.83605467,41.73837716,0,0,0.70958904109589
"18391","2",40,9,2,60,0.83605467,41.73837716,3,4,0.295890410958904
"18392","3",20,0,2,38,0.7349427,41.68153414,1,0,0.0986301369863014
"18393","2",19,10,2,44,0.75781874,42.01099331,4,21,0.449315068493151
"18394","2",42,10,2,62,0.75162739,42.01029683,1,1,0.227397260273973
"18395","2",27,19,2,45,1.471565,42.35330121,2,5,0.246575342465753
"18396","2",23,15,2,43,1.471565,42.35330121,3,5,0.419178082191781
"18397","3",42,15,2,61,1.471565,42.35330121,2,3,0.564383561643836
"18398","1",14,10,2,37,1.471565,42.35330121,1,0,0.764383561643836
"18399","1",14,6,2,33,1.471565,42.35330121,0,0,0.906849315068493
"18400","2",44,13,2,68,1.42738303,42.34077792,1,0,0.328767123287671
"18401","2",24,3,2,42,1.33623242,42.3928917,5,16,0.975342465753425
"18402","3",31,1,2,50,1.668876,42.20897773,1,2,0.583561643835616
"18403","3",34,15,2,52,1.78001104,42.36130057,4,7,0.178082191780822
"18404","2",16,10,2,39,1.78001104,42.36130057,2,7,0.775342465753425
"18405","1",4,20,2,32,1.05932896,41.8798785,2,4,0.43013698630137
"18406","1",13,9,2,32,1.05932896,41.8798785,4,0,0.347945205479452
"18407","3",25,11,2,45,1.05932896,41.8798785,1,1,0.191780821917808
"18408","2",34,12,2,52,1.05932896,41.8798785,3,6,0.394520547945205
"18409","3",8,9,2,27,1.05932896,41.8798785,2,22,0.753424657534247
"18410","3",40,7,2,60,1.05932896,41.8798785,1,1,0.520547945205479
"18411","3",22,12,2,41,1.05932896,41.8798785,2,9,0.715068493150685
"18412","3",21,12,2,41,0.97476816,41.89974854,1,6,0.347945205479452
"18413","1",46,17,2,66,1.16689819,41.9135575,3,1,0.726027397260274
"18414","1",22,8,2,40,1.16689819,41.9135575,4,0,0.794520547945205
"18415","2",22,13,2,40,1.16689819,41.9135575,1,0,0.704109589041096
"18416","3",48,16,2,66,1.16689819,41.9135575,3,5,0.372602739726027
"18417","1",14,7,1,35,1.21938357,41.85267893,4,2,0.945205479452055
"18418","1",28,4,2,48,1.2158908,41.89713369,1,0,0.750684931506849
"18419","3",30,14,2,49,1.41244572,41.8050685,3,1,0.150684931506849
"18420","2",34,3,2,52,1.41244572,41.8050685,1,0,0.328767123287671
"18421","3",35,5,2,53,1.41244572,41.8050685,3,1,0.2
"18422","3",10,18,2,50,1.41244572,41.8050685,3,19,0.161643835616438
"18423","1",33,8,2,51,1.41244572,41.8050685,3,0,0.219178082191781
"18424","2",43,18,2,62,1.41244572,41.8050685,1,0,0.13972602739726
"18425","1",45,18,2,63,1.35651871,41.83255876,4,3,0.246575342465753
"18426","2",52,14,2,72,1.35134684,41.87615914,0,0,0.463013698630137
"18427","2",15,17,2,39,1.35134684,41.87615914,2,18,0.756164383561644
"18428","2",22,12,2,40,1.30616133,42.08800094,1,5,0.452054794520548
"18429","2",37,16,2,63,1.30616133,42.08800094,1,1,0.923287671232877
"18430","2",36,17,2,54,1.30616133,42.08800094,3,6,0.479452054794521
"18431","3",10,18,2,40,1.30616133,42.08800094,0,3,0.443835616438356
"18432","1",42,14,2,60,1.30616133,42.08800094,5,3,0.665753424657534
"18433","1",46,15,2,66,1.30616133,42.08800094,4,0,0.526027397260274
"18434","2",16,10,2,44,1.24136982,42.1418796,1,1,0.495890410958904
"18435","2",24,13,1,44,1.31030405,42.2101401,3,0,0.0602739726027397
"18436","1",13,14,2,50,1.31030405,42.2101401,4,12,0.747945205479452
"18437","2",34,14,1,58,1.31030405,42.2101401,2,0,0.0876712328767123
"18438","1",10,10,2,36,1.31030405,42.2101401,1,0,0.394520547945205
"18439","3",42,11,2,61,1.41750616,42.29059251,3,2,0.0657534246575342
"18440","1",31,13,1,52,1.46910666,42.386842,3,0,0.208219178082192
"18441","2",35,7,2,55,-2.44705707,42.46808342,1,2,0.454794520547945
"18442","3",30,15,1,50,-2.44705707,42.46808342,1,4,0.728767123287671
"18443","3",23,14,1,41,-2.44705707,42.46808342,3,2,0.23013698630137
"18444","1",43,6,2,61,-2.44705707,42.46808342,4,6,1
"18445","3",34,9,1,57,-2.44705707,42.46808342,0,0,0.205479452054795
"18446","2",20,4,2,38,-2.44705707,42.46808342,1,0,0.575342465753425
"18447","2",8,18,1,31,-2.44705707,42.46808342,3,10,0.668493150684932
"18448","1",46,16,2,65,-2.44705707,42.46808342,1,0,0.293150684931507
"18449","2",13,13,2,42,-2.44705707,42.46808342,1,7,0.915068493150685
"18450","2",13,7,2,32,-2.44705707,42.46808342,3,9,0.227397260273973
"18451","2",40,14,2,58,-2.45046669,42.46072566,1,0,0.0246575342465753
"18452","3",43,18,2,63,-2.45046669,42.46072566,2,10,0.613698630136986
"18453","2",23,8,1,46,-2.45046669,42.46072566,1,1,0.838356164383562
"18454","3",45,10,2,68,-2.45046669,42.46072566,2,0,0.342465753424658
"18455","1",39,8,2,59,-2.45046669,42.46072566,0,0,0.2
"18456","2",12,9,2,34,-2.45046669,42.46072566,3,10,0.838356164383562
"18457","1",27,9,2,49,-2.45046669,42.46072566,2,0,0.252054794520548
"18458","1",21,7,2,40,-2.45046669,42.46072566,1,0,0.0602739726027397
"18459","2",24,1,2,44,-2.45046669,42.46072566,1,0,0.0849315068493151
"18460","1",22,16,1,47,-2.45046669,42.46072566,1,0,0.70958904109589
"18461","2",51,10,2,71,-2.45046669,42.46072566,3,0,0.161643835616438
"18462","3",36,19,2,58,-2.45046669,42.46072566,2,13,0.904109589041096
"18463","1",23,11,1,62,-2.45046669,42.46072566,2,0,0.189041095890411
"18464","1",9,9,2,27,-2.45046669,42.46072566,3,3,0.594520547945205
"18465","3",22,12,1,45,-2.45046669,42.46072566,3,6,0.23013698630137
"18466","3",40,8,2,61,-2.45046669,42.46072566,1,0,0.00273972602739726
"18467","3",3,9,2,33,-2.45046669,42.46072566,2,13,0.578082191780822
"18468","1",37,11,2,59,-2.45046669,42.46072566,0,0,0.342465753424658
"18469","1",18,10,2,37,-2.45046669,42.46072566,2,1,0.386301369863014
"18470","2",25,7,1,49,-2.45046669,42.46072566,2,2,0.493150684931507
"18471","2",6,11,2,31,-2.45046669,42.46072566,1,5,0.328767123287671
"18472","1",34,16,2,52,-2.45046669,42.46072566,1,1,0.906849315068493
"18473","1",27,20,2,48,-2.45046669,42.46072566,1,1,0.706849315068493
"18474","2",6,7,2,34,-2.45046669,42.46072566,1,3,0.457534246575342
"18475","2",11,7,2,47,-2.45046669,42.46072566,3,9,0.665753424657534
"18476","3",23,6,1,62,-2.45046669,42.46072566,3,6,0.638356164383562
"18477","1",50,10,1,69,-2.45046669,42.46072566,3,0,0.789041095890411
"18478","3",52,10,2,71,-2.45046669,42.46072566,1,1,0.326027397260274
"18479","3",16,14,2,34,-2.45046669,42.46072566,0,0,0.2
"18480","2",24,12,2,42,-2.44114184,42.46173808,2,1,0.372602739726027
"18481","2",21,12,1,41,-2.44114184,42.46173808,2,6,0.926027397260274
"18482","2",46,17,2,65,-2.44114184,42.46173808,2,4,0.871232876712329
"18483","1",9,9,2,41,-2.44114184,42.46173808,1,0,0.0219178082191781
"18484","1",8,19,1,28,-2.44114184,42.46173808,2,0,0.202739726027397
"18485","1",41,3,2,66,-2.44114184,42.46173808,2,0,0.994520547945206
"18486","1",37,4,2,55,-2.44114184,42.46173808,6,2,0.542465753424658
"18487","3",18,3,2,38,-2.44114184,42.46173808,2,2,0.175342465753425
"18488","2",6,12,2,28,-2.44114184,42.46173808,1,5,0.306849315068493
"18489","3",31,6,2,51,-2.44114184,42.46173808,1,1,0.249315068493151
"18490","3",22,16,1,43,-2.44114184,42.46173808,0,3,0.501369863013699
"18491","1",13,16,2,33,-2.44114184,42.46173808,2,0,0.0520547945205479
"18492","1",40,5,2,59,-2.44114184,42.46173808,0,0,0.273972602739726
"18493","3",11,4,2,38,-2.44114184,42.46173808,4,22,0.616438356164384
"18494","3",35,11,2,53,-2.44114184,42.46173808,2,0,0.0767123287671233
"18495","2",14,8,2,42,-2.43009272,42.46614426,0,0,0.00273972602739726
"18496","1",11,7,2,47,-2.43009272,42.46614426,0,0,0.0328767123287671
"18497","2",16,9,2,34,-2.43009272,42.46614426,1,4,0.323287671232877
"18498","3",27,8,2,54,-2.43009272,42.46614426,1,0,0.287671232876712
"18499","2",27,13,2,45,-2.43009272,42.46614426,0,0,0.76986301369863
"18500","3",13,21,2,47,-2.43009272,42.46614426,1,14,0.427397260273973
"18501","2",10,17,1,55,-2.43009272,42.46614426,2,0,0.0438356164383562
"18502","1",10,21,2,63,-2.43009272,42.46614426,0,1,0.493150684931507
"18503","2",40,5,2,58,-2.43009272,42.46614426,4,4,0.471232876712329
"18504","2",38,20,2,64,-2.43009272,42.46614426,0,2,0.213698630136986
"18505","1",18,7,2,39,-2.43009272,42.46614426,1,0,0.161643835616438
"18506","1",14,14,2,34,-2.43009272,42.46614426,2,3,0.865753424657534
"18507","3",37,11,1,61,-2.43009272,42.46614426,3,3,0.567123287671233
"18508","1",19,8,1,39,-2.43009272,42.46614426,1,0,0.501369863013699
"18509","1",40,11,2,60,-2.43009272,42.46614426,3,0,0.246575342465753
"18510","2",6,8,2,41,-2.43009272,42.46614426,1,5,0.652054794520548
"18511","1",8,11,2,44,-2.43009272,42.46614426,1,0,0.167123287671233
"18512","1",21,8,2,45,-2.43009272,42.46614426,1,0,0.764383561643836
"18513","1",21,14,2,40,-2.43009272,42.46614426,1,1,0.441095890410959
"18514","2",15,15,2,35,-2.43009272,42.46614426,2,17,0.934246575342466
"18515","1",8,15,2,40,-2.43009272,42.46614426,1,1,0.438356164383562
"18516","2",45,20,2,64,-2.43009272,42.46614426,4,13,0.580821917808219
"18517","1",8,15,2,60,-2.43009272,42.46614426,1,1,0.764383561643836
"18518","1",5,10,2,45,-2.43009272,42.46614426,1,2,0.764383561643836
"18519","2",37,19,2,57,-2.43009272,42.46614426,3,16,0.93972602739726
"18520","3",17,9,2,48,-2.43009272,42.46614426,3,2,0.0465753424657534
"18521","3",19,1,2,37,-2.43009272,42.46614426,2,0,0.364383561643836
"18522","3",42,15,2,61,-2.43009272,42.46614426,0,1,0.915068493150685
"18523","1",43,10,2,61,-2.43009272,42.46614426,2,0,0.780821917808219
"18524","2",33,19,2,51,-2.43009272,42.46614426,4,12,0.408219178082192
"18525","1",19,13,1,39,-2.43009272,42.46614426,3,0,0.408219178082192
"18526","1",40,12,2,71,-2.43009272,42.46614426,1,0,0.578082191780822
"18527","1",12,10,1,32,-2.43009272,42.46614426,3,3,0.810958904109589
"18528","3",49,9,2,71,-2.43009272,42.46614426,6,5,0.161643835616438
"18529","2",13,9,2,32,-2.43009272,42.46614426,2,5,1
"18530","3",12,11,2,31,-2.43009272,42.46614426,0,6,0.750684931506849
"18531","1",12,9,1,31,-2.4585706,42.46466226,3,3,0.635616438356164
"18532","1",10,11,2,42,-2.4585706,42.46466226,2,0,0.468493150684932
"18533","1",8,4,1,37,-2.4585706,42.46466226,2,0,0.895890410958904
"18534","3",43,12,2,65,-2.4585706,42.46466226,3,8,0.495890410958904
"18535","3",45,7,2,63,-2.4585706,42.46466226,1,2,0.964383561643836
"18536","3",37,8,1,57,-2.4585706,42.46466226,2,1,0.273972602739726
"18537","2",13,4,2,46,-2.4585706,42.46466226,5,11,0.287671232876712
"18538","1",26,5,2,50,-2.4585706,42.46466226,3,0,0.926027397260274
"18539","2",39,17,2,58,-2.4585706,42.46466226,2,3,0.536986301369863
"18540","1",40,4,2,58,-2.4585706,42.46466226,4,0,0.120547945205479
"18541","2",5,11,2,40,-2.4585706,42.46466226,1,2,0.465753424657534
"18542","2",16,8,2,34,-2.4585706,42.46466226,0,0,0.101369863013699
"18543","2",42,10,1,60,-2.4585706,42.46466226,1,0,0.564383561643836
"18544","2",29,16,2,50,-2.4585706,42.46466226,0,3,0.457534246575342
"18545","2",21,8,2,52,-2.4585706,42.46466226,3,5,0.413698630136986
"18546","2",13,6,1,39,-2.4585706,42.46466226,2,2,0.498630136986301
"18547","1",19,4,2,40,-2.4585706,42.46466226,5,0,0.073972602739726
"18548","2",30,13,2,48,-2.4585706,42.46466226,3,9,0.750684931506849
"18549","2",10,15,2,44,-2.4585706,42.46466226,3,20,0.63013698630137
"18550","1",1,4,2,46,-2.4585706,42.46466226,0,0,0.010958904109589
"18551","1",24,9,2,43,-2.4585706,42.46466226,3,0,0.161643835616438
"18552","2",8,8,2,59,-2.4585706,42.46466226,2,2,0.49041095890411
"18553","3",24,9,2,42,-2.4585706,42.46466226,2,6,0.553424657534247
"18554","2",30,13,2,49,-2.4585706,42.46466226,1,2,0.597260273972603
"18555","1",37,0,1,66,-2.4585706,42.46466226,4,0,0.789041095890411
"18556","1",23,17,2,41,-2.4585706,42.46466226,0,0,0.819178082191781
"18557","1",27,14,1,45,-2.4585706,42.46466226,1,1,0.887671232876712
"18558","2",34,8,2,52,-2.4585706,42.46466226,5,22,0.586301369863014
"18559","2",21,12,2,41,-2.4585706,42.46466226,2,11,0.978082191780822
"18560","1",20,10,2,41,-2.4585706,42.46466226,4,1,0.164383561643836
"18561","1",36,6,2,56,-2.4585706,42.46466226,2,0,0.210958904109589
"18562","3",24,4,2,43,-2.4585706,42.46466226,1,2,0.419178082191781
"18563","2",36,12,2,64,-2.4585706,42.46466226,3,4,0.495890410958904
"18564","3",19,18,1,38,-2.4585706,42.46466226,4,13,0.219178082191781
"18565","3",46,4,2,66,-2.4585706,42.46466226,4,5,0.621917808219178
"18566","3",26,9,2,55,-2.4585706,42.46466226,3,7,0.476712328767123
"18567","1",43,8,2,61,-2.4585706,42.46466226,2,0,0.808219178082192
"18568","2",23,18,1,44,-2.4585706,42.46466226,2,4,0.402739726027397
"18569","1",25,18,2,43,-2.4585706,42.46466226,5,11,0.410958904109589
"18570","1",20,21,2,43,-2.4585706,42.46466226,2,2,0.408219178082192
"18571","3",6,4,2,31,-2.4585706,42.46466226,2,12,0.627397260273973
"18572","1",41,10,2,59,-2.4585706,42.46466226,0,0,0.306849315068493
"18573","2",11,7,2,30,-2.4585706,42.46466226,3,9,0.454794520547945
"18574","1",21,12,2,45,-2.4585706,42.46466226,2,1,0.775342465753425
"18575","2",8,12,1,49,-2.39594235,42.45236066,1,3,0.906849315068493
"18576","2",22,12,2,41,-2.39594235,42.45236066,2,8,0.698630136986301
"18577","3",18,6,2,37,-2.39594235,42.45236066,1,3,0.284931506849315
"18578","1",30,5,2,48,-2.39594235,42.45236066,0,0,0.846575342465753
"18579","3",37,10,2,55,-2.39594235,42.45236066,0,2,0.265753424657534
"18580","2",33,13,2,53,-2.39594235,42.45236066,1,1,0.49041095890411
"18581","2",8,16,1,41,-2.39594235,42.45236066,1,3,0.602739726027397
"18582","3",24,13,2,43,-2.39594235,42.45236066,1,1,0.594520547945205
"18583","1",49,8,2,67,-2.39594235,42.45236066,0,0,0.572602739726027
"18584","3",36,11,2,55,-2.39594235,42.45236066,4,2,0.156164383561644
"18585","2",18,11,2,36,-2.39594235,42.45236066,1,2,0.386301369863014
"18586","3",19,10,1,38,-2.39594235,42.45236066,3,1,0.167123287671233
"18587","1",33,9,2,53,-2.39594235,42.45236066,2,0,0.813698630136986
"18588","1",42,8,2,61,-2.39594235,42.45236066,2,0,0.635616438356164
"18589","2",23,10,2,41,-2.39594235,42.45236066,3,4,0.306849315068493
"18590","3",27,14,2,46,-2.39594235,42.45236066,3,20,0.495890410958904
"18591","1",22,8,2,42,-2.39594235,42.45236066,2,0,0.243835616438356
"18592","3",29,13,2,47,-2.39594235,42.45236066,4,11,0.246575342465753
"18593","3",34,11,2,52,-2.39594235,42.45236066,1,2,0.717808219178082
"18594","2",32,8,2,61,-2.39594235,42.45236066,1,0,0.30958904109589
"18595","2",16,10,2,34,-2.39594235,42.45236066,2,5,0.282191780821918
"18596","2",37,7,2,55,-2.39594235,42.45236066,3,0,0.0986301369863014
"18597","2",20,6,2,38,-2.39594235,42.45236066,3,4,0.479452054794521
"18598","2",30,16,2,51,-2.39594235,42.45236066,0,0,0.13972602739726
"18599","2",6,16,1,38,-2.39594235,42.45236066,2,3,0.186301369863014
"18600","2",18,18,2,37,-2.39594235,42.45236066,2,9,0.794520547945205
"18601","2",34,20,2,53,-2.39594235,42.45236066,2,1,0.104109589041096
"18602","1",5,12,2,24,-2.39594235,42.45236066,1,0,0.53972602739726
"18603","2",6,7,2,31,-2.39594235,42.45236066,3,10,0.542465753424658
"18604","3",9,9,2,44,-2.39594235,42.45236066,1,2,0.295890410958904
"18605","2",12,1,2,54,-2.39594235,42.45236066,1,0,0.158904109589041
"18606","2",35,18,2,54,-2.39594235,42.45236066,1,0,0.0958904109589041
"18607","1",10,13,1,29,-2.39594235,42.45236066,0,0,1
"18608","1",35,13,2,53,-2.39594235,42.45236066,3,2,0.578082191780822
"18609","1",11,7,2,44,-2.39594235,42.45236066,2,2,0.271232876712329
"18610","2",35,13,2,71,-2.50241461,42.47493684,1,0,0.326027397260274
"18611","3",26,8,2,46,-2.50241461,42.47493684,1,1,0.249315068493151
"18612","2",30,11,2,51,-2.50241461,42.47493684,0,0,0.161643835616438
"18613","3",20,8,2,44,-2.50241461,42.47493684,3,16,0.884931506849315
"18614","1",9,14,2,44,-2.50241461,42.47493684,2,2,0.271232876712329
"18615","2",21,7,2,40,-2.50241461,42.47493684,1,5,0.936986301369863
"18616","3",37,11,2,56,-2.50241461,42.47493684,2,7,0.671232876712329
"18617","3",47,10,2,66,-2.50241461,42.47493684,0,2,1
"18618","2",21,14,2,46,-2.50241461,42.47493684,0,2,0.479452054794521
"18619","1",18,14,2,46,-2.50241461,42.47493684,2,2,0.876712328767123
"18620","1",25,10,2,43,-2.50241461,42.47493684,0,0,0.887671232876712
"18621","2",10,10,2,29,-2.50241461,42.47493684,0,0,0.263013698630137
"18622","2",33,12,2,52,-2.50241461,42.47493684,1,2,0.526027397260274
"18623","1",19,14,2,39,-2.50241461,42.47493684,1,0,0.408219178082192
"18624","3",15,7,2,33,-2.50241461,42.47493684,2,5,0.383561643835616
"18625","2",19,12,2,43,-2.50241461,42.47493684,3,6,0.534246575342466
"18626","1",8,11,1,30,-2.50241461,42.47493684,0,0,0.0410958904109589
"18627","1",8,7,1,27,-2.50241461,42.47493684,3,1,0.841095890410959
"18628","2",24,8,2,45,-2.50241461,42.47493684,5,26,0.928767123287671
"18629","2",18,18,2,38,-2.50241461,42.47493684,1,8,0.487671232876712
"18630","1",14,7,2,34,-2.50241461,42.47493684,2,0,0.128767123287671
"18631","3",9,15,2,42,-2.49040336,42.44367665,2,22,0.520547945205479
"18632","2",13,11,2,33,-2.43767463,42.48139369,2,9,0.895890410958904
"18633","1",13,17,2,32,-2.61491293,42.25261372,2,1,0.246575342465753
"18634","2",21,22,2,43,-2.46863158,42.36587992,1,17,0.90958904109589
"18635","2",13,14,2,49,-2.46863158,42.36587992,2,0,0.0465753424657534
"18636","1",52,14,2,76,-2.46863158,42.36587992,1,0,0.843835616438356
"18637","3",34,14,1,58,-2.46863158,42.36587992,1,1,0.328767123287671
"18638","1",11,15,2,48,-2.46863158,42.36587992,2,2,0.361643835616438
"18639","3",22,10,2,41,-2.46863158,42.36587992,1,1,0.419178082191781
"18640","3",10,16,2,53,-2.53225769,42.29804765,2,11,0.438356164383562
"18641","1",37,16,2,55,-2.53225769,42.29804765,1,1,0.673972602739726
"18642","2",21,13,2,41,-2.62649182,42.17745926,3,16,0.786301369863014
"18643","3",38,11,2,57,-2.70121747,42.19432723,1,2,0.145205479452055
"18644","2",16,17,2,44,-2.39037686,42.36218261,0,3,0.238356164383562
"18645","2",22,6,2,40,-2.39037686,42.36218261,0,0,0.304109589041096
"18646","2",37,7,2,62,-2.30387496,42.30866717,0,0,0.849315068493151
"18647","3",38,12,2,57,-2.45275754,42.18972607,1,3,0.832876712328767
"18648","3",36,6,2,54,-2.54093394,42.16553301,1,3,0.679452054794521
"18649","3",29,25,1,48,-2.47136645,42.41814842,4,14,0.268493150684932
"18650","3",10,17,1,35,-2.47136645,42.41814842,1,13,0.983561643835616
"18651","3",41,12,2,63,-2.47136645,42.41814842,2,6,0.882191780821918
"18652","2",27,15,2,49,-2.47136645,42.41814842,0,2,0.205479452054795
"18653","2",35,9,2,56,-2.47136645,42.41814842,4,8,0.520547945205479
"18654","1",26,11,2,55,-2.47136645,42.41814842,2,0,0.665753424657534
"18655","1",25,1,2,47,-2.47136645,42.41814842,4,0,0.219178082191781
"18656","1",27,6,2,47,-2.47136645,42.41814842,2,1,0.898630136986301
"18657","2",19,14,2,64,-2.41025581,42.40071421,2,6,0.515068493150685
"18658","2",40,17,2,59,-2.41025581,42.40071421,1,0,0.591780821917808
"18659","3",31,17,2,49,-2.41025581,42.40071421,3,17,0.471232876712329
"18660","2",10,14,2,45,-2.41025581,42.40071421,3,26,0.90958904109589
"18661","3",10,11,2,30,-2.41025581,42.40071421,2,17,0.457534246575342
"18662","3",35,12,2,53,-2.40182831,42.4285163,0,0,0.136986301369863
"18663","2",18,10,2,39,-2.40182831,42.4285163,0,3,0.958904109589041
"18664","3",14,11,1,38,-2.40182831,42.4285163,0,0,0.161643835616438
"18665","2",22,18,1,56,-2.40182831,42.4285163,1,5,0.736986301369863
"18666","3",13,7,2,34,-2.40182831,42.4285163,2,6,0.304109589041096
"18667","1",17,11,1,36,-2.40182831,42.4285163,4,5,0.945205479452055
"18668","2",12,16,1,32,-2.40182831,42.4285163,0,1,0.83013698630137
"18669","2",13,24,2,32,-2.40182831,42.4285163,1,15,0.515068493150685
"18670","2",33,7,1,61,-2.40182831,42.4285163,7,11,0.328767123287671
"18671","2",14,13,1,37,-2.40182831,42.4285163,4,0,0.104109589041096
"18672","1",25,22,2,54,-2.40182831,42.4285163,0,1,0.591780821917808
"18673","2",25,22,2,54,-2.40182831,42.4285163,4,25,0.441095890410959
"18674","1",18,14,1,37,-2.40182831,42.4285163,0,0,0.0821917808219178
"18675","2",34,16,1,52,-2.40182831,42.4285163,1,0,0.328767123287671
"18676","3",24,11,1,48,-2.40182831,42.4285163,1,3,0.706849315068493
"18677","2",24,12,2,52,-2.40182831,42.4285163,4,17,0.476712328767123
"18678","2",52,1,2,83,-2.40182831,42.4285163,7,10,0.583561643835616
"18679","1",38,23,2,76,-2.30976186,42.40291167,2,0,0.783561643835616
"18680","2",35,12,2,55,-2.30976186,42.40291167,3,7,0.904109589041096
"18681","1",26,10,1,47,-2.30976186,42.40291167,0,0,0.328767123287671
"18682","2",36,21,2,56,-2.23181454,42.3478777,4,14,0.287671232876712
"18683","1",22,10,2,41,-2.23181454,42.3478777,2,3,0.947945205479452
"18684","3",10,18,2,33,-2.23181454,42.3478777,2,3,0.115068493150685
"18685","2",13,17,2,32,-2.23181454,42.3478777,2,3,0.232876712328767
"18686","1",14,14,2,38,-2.23181454,42.3478777,1,0,0.161643835616438
"18687","1",8,9,2,31,-2.23181454,42.3478777,3,0,0.246575342465753
